strain	accession	clade	description	original_date	date	date_precision
ON417001.1	ON417001.1	G2c	Porcine epidemic diarrhea virus isolate JS2019-2 spike protein gene, complete cds	Jan-2019	2019-01-15	month
ON417002.1	ON417002.1	G2c	Porcine epidemic diarrhea virus isolate JS2019-3 spike protein gene, complete cds	Jan-2019	2019-01-15	month
ON417004.1	ON417004.1	G2c	Porcine epidemic diarrhea virus isolate JS2019-5 spike protein gene, complete cds	Jan-2019	2019-01-15	month
ON964511.1	ON964511.1	G2c	Porcine epidemic diarrhea virus isolate GDGZ-2020, complete genome	2020-11-19	2020-11-19	day
OP171886.1	OP171886.1	G2c	Porcine epidemic diarrhea virus isolate FJLY01-2019 spike protein (S) gene, complete cds	Jan-2019	2019-01-15	month
OP171889.1	OP171889.1	G2c	Porcine epidemic diarrhea virus isolate FJLY02-2018 spike protein (S) gene, complete cds	Aug-2018	2018-08-15	month
OP171890.1	OP171890.1	G2c	Porcine epidemic diarrhea virus isolate FJLY02-2019 spike protein (S) gene, complete cds	Oct-2019	2019-10-15	month
OP171893.1	OP171893.1	G2c	Porcine epidemic diarrhea virus isolate FJLY01-2021 spike protein (S) gene, complete cds	Aug-2021	2021-08-15	month
OP171894.1	OP171894.1	G2c	Porcine epidemic diarrhea virus isolate FJLY01-2022 spike protein (S) gene, complete cds	May-2022	2022-05-15	month
OP171895.1	OP171895.1	G2c	Porcine epidemic diarrhea virus isolate FJLY02-2021 spike protein (S) gene, complete cds	Oct-2021	2021-10-15	month
OP171897.1	OP171897.1	G2c	Porcine epidemic diarrhea virus isolate FJLY03-2021 spike protein (S) gene, complete cds	Oct-2021	2021-10-15	month
OP235511.1	OP235511.1	G2c	Porcine epidemic diarrhea virus strain FJLY03-2022 spike protein (S) gene, complete cds	Jul-2022	2022-07-15	month
OP245917.1	OP245917.1	G2c	Porcine epidemic diarrhea virus strain SDTA13-2020, complete genome	2020	2020-07-01	year
OP374016.1	OP374016.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/Hainan/Sinder202205-1 spike gene, complete cds	May-2022	2022-05-15	month
OP374017.1	OP374017.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/Chongqing/Sinder202205-2 spike gene, complete cds	May-2022	2022-05-15	month
OP374023.1	OP374023.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CHN/Shandong/Sinder202207-1 spike gene, complete cds	Jul-2022	2022-07-15	month
OP529823.1	OP529823.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate GS2019-513, complete genome	2019	2019-07-01	year
OP852657.1	OP852657.1	G2c	Porcine epidemic diarrhea virus isolate FJLY04-2022 spike protein (S) gene, complete cds	Sep-2022	2022-09-15	month
OP852658.1	OP852658.1	G2c	Porcine epidemic diarrhea virus isolate FJLY05-2022 spike protein (S) gene, complete cds	Sep-2022	2022-09-15	month
OP852659.1	OP852659.1	G2c	Porcine epidemic diarrhea virus isolate FJLY06-2022 spike protein (S) gene, complete cds	Sep-2022	2022-09-15	month
OQ288925.1	OQ288925.1	G2c	Porcine epidemic diarrhea virus isolate CZ01 spike protein (S) gene, complete cds	Jan-2023	2023-01-15	month
OQ349200.1	OQ349200.1	G2c	Porcine epidemic diarrhea virus isolate SD1(2021), complete genome	2021	2021-07-01	year
OQ349202.1	OQ349202.1	G2c	Porcine epidemic diarrhea virus isolate ZJ3(2021), complete genome	2021	2021-07-01	year
OQ349203.1	OQ349203.1	G2c	Porcine epidemic diarrhea virus isolate FJ1207 spike protein (S) gene, complete cds	2020	2020-07-01	year
OQ349209.1	OQ349209.1	G2c	Porcine epidemic diarrhea virus isolate FJ1607 spike protein (S) gene, complete cds	2020	2020-07-01	year
OQ349212.1	OQ349212.1	G2c	Porcine epidemic diarrhea virus isolate FJ1912 spike protein (S) gene, complete cds	2020	2020-07-01	year
OQ349214.1	OQ349214.1	G2c	Porcine epidemic diarrhea virus isolate FJ2002 spike protein (S) gene, complete cds	2020	2020-07-01	year
OQ349216.1	OQ349216.1	G2c	Porcine epidemic diarrhea virus isolate FJ2015 spike protein (S) gene, complete cds	2020	2020-07-01	year
OQ349218.1	OQ349218.1	G2c	Porcine epidemic diarrhea virus isolate JSdf10 spike protein (S) gene, complete cds	2021	2021-07-01	year
OQ349219.1	OQ349219.1	G2c	Porcine epidemic diarrhea virus isolate JSyj5 spike protein (S) gene, partial cds	2021	2021-07-01	year
OQ349220.1	OQ349220.1	G2c	Porcine epidemic diarrhea virus isolate JSyj8 spike protein (S) gene, complete cds	2021	2021-07-01	year
OQ349222.1	OQ349222.1	G2c	Porcine epidemic diarrhea virus isolate SD1 spike protein (S) gene, complete cds	2021	2021-07-01	year
OQ349223.1	OQ349223.1	G2c	Porcine epidemic diarrhea virus isolate SDyt12 spike protein (S) gene, complete cds	2021	2021-07-01	year
OQ349226.1	OQ349226.1	G2c	Porcine epidemic diarrhea virus isolate ZJ3 spike protein (S) gene, complete cds	2021	2021-07-01	year
OQ349228.1	OQ349228.1	G2c	Porcine epidemic diarrhea virus isolate CN/Jiangsu002/2022, complete genome	Apr-2022	2022-04-15	month
OQ718909.1	OQ718909.1	G2c	Porcine epidemic diarrhea virus isolate CH-HeN30-2023 spike protein (S) gene, complete cds	Mar-2001	2001-03-15	month
OQ915150.1	OQ915150.1	G2c	Porcine epidemic diarrhea virus strain ZJ2022, complete genome	Feb-2022	2022-02-15	month
OQ979198.1	OQ979198.1	G2c	Porcine epidemic diarrhea virus strain HNYZ, complete genome	2021	2021-07-01	year
OQ979199.1	OQ979199.1	G2c	Porcine epidemic diarrhea virus strain HNXH, complete genome	2021	2021-07-01	year
OQ979200.1	OQ979200.1	G2c	Porcine epidemic diarrhea virus strain HNZK1, complete genome	2021	2021-07-01	year
OR061129.1	OR061129.1	G2c	Porcine epidemic diarrhea virus isolate ZQ2022, complete genome	Feb-2022	2022-02-15	month
OR085228.1	OR085228.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHCZ10-2022, complete genome	2022-07-12	2022-07-12	day
OR085229.1	OR085229.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHCZ8-2022, complete genome	2022-07-12	2022-07-12	day
OR085230.1	OR085230.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHCZ1-2022, complete genome	2022-07-12	2022-07-12	day
OR085231.1	OR085231.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHCZ3-2022, complete genome	2022-07-12	2022-07-12	day
OR085232.1	OR085232.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-FJNL4-2023, complete genome	2023-03-01	2023-03-01	day
OR085233.1	OR085233.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-FJNL8-2023, complete genome	2023-03-01	2023-03-01	day
OR085234.1	OR085234.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-FJNL1-2023, complete genome	2023-03-01	2023-03-01	day
OR085245.1	OR085245.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHBZ16-2022, complete genome	2022-05-01	2022-05-01	day
OR085246.1	OR085246.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHBZ35-2022, complete genome	2022-05-01	2022-05-01	day
OR085247.1	OR085247.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHBZ1-2022, complete genome	2022-05-01	2022-05-01	day
OR085248.1	OR085248.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SDBR1-2022, complete genome	2022-10-06	2022-10-06	day
OR085249.1	OR085249.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GDYJ3-2022, complete genome	2022	2022-07-01	year
OR085250.1	OR085250.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-HuN6-2023, complete genome	2023-02-20	2023-02-20	day
OR085251.1	OR085251.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-HuNLH1-2023, complete genome	2023-02-07	2023-02-07	day
OR085253.1	OR085253.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SCPM49-2022, complete genome	2022-07-25	2022-07-25	day
OR085254.1	OR085254.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SCPM48-2022, complete genome	2022-07-25	2022-07-25	day
OR085255.1	OR085255.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SXDHYJ1-2022, complete genome	2022-12-16	2022-12-16	day
OR085257.1	OR085257.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SXSH49-2022, complete genome	2022-07-23	2022-07-23	day
OR085258.1	OR085258.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SXSH52-2022, complete genome	2022-07-23	2022-07-23	day
OR085259.1	OR085259.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SXSH20-2022, complete genome	2022-07-23	2022-07-23	day
OR085260.1	OR085260.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SXSH10-2022, complete genome	2022-07-23	2022-07-23	day
OR085261.1	OR085261.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-AHHT2-2022, complete genome	2022-12-01	2022-12-01	day
OR085267.1	OR085267.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-FJZZ3-2022, complete genome	2022-06-19	2022-06-19	day
OR085268.1	OR085268.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-FJZZ1-2022, complete genome	2022-06-19	2022-06-19	day
OR085269.1	OR085269.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GDJM3-2022, complete genome	2022	2022-07-01	year
OR085270.1	OR085270.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GDYJ5-2022, complete genome	2022	2022-07-01	year
OR085271.1	OR085271.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-HeNNX9-2022, complete genome	2022-07-01	2022-07-01	day
OR085272.1	OR085272.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GDHB1-2023, complete genome	2023-02-07	2023-02-07	day
OR085273.1	OR085273.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GDHB2-2023, complete genome	2023-02-07	2023-02-07	day
OR085274.1	OR085274.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GXXS1-2023, complete genome	2023-02-20	2023-02-20	day
OR085275.1	OR085275.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-GXXX1-2023, complete genome	2023-02-20	2023-02-20	day
OR085277.1	OR085277.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-YNKX14-2022, complete genome	2022-06-18	2022-06-18	day
OR085278.1	OR085278.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-YNKX13-2022, complete genome	2022-06-18	2022-06-18	day
OR085279.1	OR085279.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-YNKX15-2022, complete genome	2022-06-18	2022-06-18	day
OR085286.1	OR085286.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJJY14-2023, complete genome	2023-02-20	2023-02-20	day
OR085287.1	OR085287.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJJY6-2023, complete genome	2023-02-20	2023-02-20	day
OR085288.1	OR085288.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJJY5-2023, complete genome	2023-02-20	2023-02-20	day
OR085289.1	OR085289.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJJY7-2023, complete genome	2023-02-20	2023-02-20	day
OR085290.1	OR085290.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJJY17-2023, complete genome	2023-02-20	2023-02-20	day
OR085291.1	OR085291.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJTK1-2022, complete genome	2021-04-21	2021-04-21	day
OR085292.1	OR085292.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJTK3-2022, complete genome	2021-04-21	2021-04-21	day
OR085293.1	OR085293.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJWL1-2022, complete genome	2022-06-28	2022-06-28	day
OR085294.1	OR085294.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-XJWL2-2022, complete genome	2022-06-28	2022-06-28	day
OR085296.1	OR085296.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-YNPJ5-2022, complete genome	2022-12-01	2022-12-01	day
OR085297.1	OR085297.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-YNPJ1-2022, complete genome	2022-12-01	2022-12-01	day
OR085312.1	OR085312.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-JLYH1-2023, complete genome	2023-02-06	2023-02-06	day
OR089086.1	OR089086.1	G2c	Porcine epidemic diarrhea virus isolate LS-23 spike gene, complete cds	Feb-2023	2023-02-15	month
OR123893.1	OR123893.1	G2c	Porcine epidemic diarrhea virus strain HB2022, complete genome	2022	2022-07-01	year
OR195026.1	OR195026.1	G2c	Porcine epidemic diarrhea virus strain HB2022-1 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195027.1	OR195027.1	G2c	Porcine epidemic diarrhea virus strain HB2022-2 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195028.1	OR195028.1	G2c	Porcine epidemic diarrhea virus strain HB2022-3 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195030.1	OR195030.1	G2c	Porcine epidemic diarrhea virus strain HB2022-5 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195031.1	OR195031.1	G2c	Porcine epidemic diarrhea virus strain HB2022-6 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195032.1	OR195032.1	G2c	Porcine epidemic diarrhea virus strain HB2022-7 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195033.1	OR195033.1	G2c	Porcine epidemic diarrhea virus strain HB2022-8 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195036.1	OR195036.1	G2c	Porcine epidemic diarrhea virus strain HB2022-11 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR195038.1	OR195038.1	G2c	Porcine epidemic diarrhea virus strain HB2022-13 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR418363.1	OR418363.1	G2c	Porcine epidemic diarrhea virus strain FS202201, complete genome	2022	2022-07-01	year
OR418364.1	OR418364.1	G2c	Porcine epidemic diarrhea virus strain JY202201, complete genome	2022	2022-07-01	year
OR501721.1	OR501721.1	G2c	Porcine epidemic diarrhea virus strain FJS1-3 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR501722.1	OR501722.1	G2c	Porcine epidemic diarrhea virus strain FJS1-5 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR501723.1	OR501723.1	G2c	Porcine epidemic diarrhea virus strain FJS1-7 spike protein (S) gene, complete cds	2022	2022-07-01	year
OR576823.1	OR576823.1	G2c	Porcine epidemic diarrhea virus isolate CH/GD442/2022 spike protein (S) gene, complete cds	Sep-2022	2022-09-15	month
OR576824.1	OR576824.1	G2c	Porcine epidemic diarrhea virus isolate CH/GD443/2022 spike protein (S) gene, complete cds	Oct-2022	2022-10-15	month
OR576825.1	OR576825.1	G2c	Porcine epidemic diarrhea virus isolate CH/GD444/2022 spike protein (S) gene, complete cds	Nov-2022	2022-11-15	month
OR576826.1	OR576826.1	G2c	Porcine epidemic diarrhea virus isolate CH/GD445/2022 spike protein (S) gene, complete cds	Nov-2022	2022-11-15	month
OR601542.1	OR601542.1	G2c	Porcine epidemic diarrhea virus isolate GS/YD17/2022, complete genome	2022	2022-07-01	year
OR601543.1	OR601543.1	G2c	Porcine epidemic diarrhea virus isolate GS/YD37/2022, complete genome	2022	2022-07-01	year
OR684450.1	OR684450.1	G2c	Porcine epidemic diarrhea virus strain HN-1/2023, complete genome	2023	2023-07-01	year
OR684451.1	OR684451.1	G2c	Porcine epidemic diarrhea virus strain HN-2/2023, complete genome	2023	2023-07-01	year
OR684452.1	OR684452.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain SC/2023, complete genome	2023	2023-07-01	year
OR734225.1	OR734225.1	G2c	Porcine epidemic diarrhea virus isolate DY2020, complete genome	2020	2020-07-01	year
OR804100.1	OR804100.1	G2c	Porcine epidemic diarrhea virus strain CH/HNNY/2022 spike protein gene, complete cds	2022	2022-07-01	year
OR992088.1	OR992088.1	G2c	Porcine epidemic diarrhea virus isolate CH/FST-H/2017 spike protein (S) gene, complete cds	Oct-2017	2017-10-15	month
PP003006.1	PP003006.1	G2c	Porcine epidemic diarrhea virus isolate SX2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PP083729.1	PP083729.1	G2c	Porcine epidemic diarrhea virus isolate PED/swine/JS/SJ-2022 spike protein (S) gene, complete cds	2022	2022-07-01	year
PP373526.1	PP373526.1	G2c	Porcine epidemic diarrhea virus strain LZ202401 spike protein (S) gene, complete cds	Jan-2024	2024-01-15	month
PP442050.1	PP442050.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus isolate LS-23, complete genome	2023-01-01	2023-01-01	day
PP554573.1	PP554573.1	G2c	Porcine epidemic diarrhea virus isolate GS/2020/04 S protein gene, complete cds	2020	2020-07-01	year
PP580802.1	PP580802.1	G2c	Porcine epidemic diarrhea virus isolate JS-NT2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PP580803.1	PP580803.1	G2c	Porcine epidemic diarrhea virus isolate SD-QD2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PP580810.1	PP580810.1	G2c	Porcine epidemic diarrhea virus isolate HN-ZZ2022 spike protein (S) gene, complete cds	2022	2022-07-01	year
PP580812.1	PP580812.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-1 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580814.1	PP580814.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-11 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580815.1	PP580815.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-12 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580816.1	PP580816.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-13 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580817.1	PP580817.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-14 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580818.1	PP580818.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-15 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580819.1	PP580819.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-2 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580820.1	PP580820.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-3 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580821.1	PP580821.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-4 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580822.1	PP580822.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-5 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580823.1	PP580823.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-6 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580824.1	PP580824.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-7 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580825.1	PP580825.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-8 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580826.1	PP580826.1	G2c	Porcine epidemic diarrhea virus isolate GD-GZ2020-9 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580827.1	PP580827.1	G2c	Porcine epidemic diarrhea virus isolate HN-ZZ2020 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580828.1	PP580828.1	G2c	Porcine epidemic diarrhea virus isolate XJ2020 spike protein (S) gene, complete cds	2020	2020-07-01	year
PP580829.1	PP580829.1	G2c	Porcine epidemic diarrhea virus isolate HN-ZZ2021 spike protein (S) gene, complete cds	2021	2021-07-01	year
PP723330.1	PP723330.1	G2c	Porcine epidemic diarrhea virus isolate CH/Sichuan-T/2022 spike protein (S) gene, complete cds	Nov-2022	2022-11-15	month
PP723331.1	PP723331.1	G2c	Porcine epidemic diarrhea virus isolate CH/Sichuan-LSZ/2023 spike protein (S) gene, complete cds	Dec-2023	2023-12-15	month
PP842666.1	PP842666.1	G2c	Porcine epidemic diarrhea virus isolate GX2021-20 spike glycoprotein gene, complete cds	2021	2021-07-01	year
PP901932.1	PP901932.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/FJQZ spike protein (S) gene, partial cds	May-2022	2022-05-15	month
PP901933.1	PP901933.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/GSQY spike protein (S) gene, partial cds	Jul-2022	2022-07-15	month
PP901934.1	PP901934.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/GSTS spike protein (S) gene, partial cds	Oct-2022	2022-10-15	month
PP901936.1	PP901936.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/JSYC spike protein (S) gene, partial cds	Nov-2022	2022-11-15	month
PP901937.1	PP901937.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/JXNC/01 spike protein (S) gene, partial cds	Dec-2022	2022-12-15	month
PP901938.1	PP901938.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/JXNC/02 spike protein (S) gene, partial cds	Sep-2022	2022-09-15	month
PP901939.1	PP901939.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/LNDL/01 spike protein (S) gene, partial cds	Feb-2023	2023-02-15	month
PP901940.1	PP901940.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/LNLD/02 spike protein (S) gene, partial cds	Dec-2022	2022-12-15	month
PP901941.1	PP901941.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/NMGTL spike protein (S) gene, partial cds	Nov-2022	2022-11-15	month
PP901942.1	PP901942.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/NMTL spike protein (S) gene, partial cds	Mar-2023	2023-03-15	month
PP901943.1	PP901943.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/SXYC spike protein (S) gene, partial cds	Apr-2023	2023-04-15	month
PP901944.1	PP901944.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJCJ spike protein (S) gene, partial cds	Oct-2022	2022-10-15	month
PP901945.1	PP901945.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJFS spike protein (S) gene, partial cds	Jul-2023	2023-07-15	month
PP901946.1	PP901946.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJHTB spike protein (S) gene, partial cds	Jan-2024	2024-01-15	month
PP901947.1	PP901947.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJJM spike protein (S) gene, partial cds	Jul-2023	2023-07-15	month
PP901948.1	PP901948.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJTK spike protein (S) gene, partial cds	Feb-2024	2024-02-15	month
PP901949.1	PP901949.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJWJQ/01 spike protein (S) gene, partial cds	May-2023	2023-05-15	month
PP901950.1	PP901950.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJWJQ/02 spike protein (S) gene, partial cds	Mar-2024	2024-03-15	month
PP901951.1	PP901951.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/XJZS spike protein (S) gene, partial cds	Sep-2023	2023-09-15	month
PP901952.1	PP901952.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/CN/YNYX spike protein (S) gene, partial cds	Dec-2023	2023-12-15	month
PP906225.1	PP906225.1	G2c	Porcine epidemic diarrhea virus strain GD-QY spike protein gene, complete cds	2023	2023-07-01	year
PP906226.1	PP906226.1	G2c	Porcine epidemic diarrhea virus strain GD-CZ spike protein gene, complete cds	2023	2023-07-01	year
PP906227.1	PP906227.1	G2c	Porcine epidemic diarrhea virus strain GD-ZQ spike protein gene, complete cds	2024	2024-07-01	year
PP906230.1	PP906230.1	G2c	Porcine epidemic diarrhea virus strain HLJ-CY spike protein gene, complete cds	2023	2023-07-01	year
PP911340.1	PP911340.1	G2c	Porcine epidemic diarrhea virus isolate CH-SXXY-2024, partial genome	2024	2024-07-01	year
PP923930.1	PP923930.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-SM-1508/China/2015/Yunnan spike protein-like gene, partial sequence	Aug-2015	2015-08-15	month
PP923936.1	PP923936.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-KM-1705/China/2017/Yunnan spike protein-like gene, partial sequence	May-2017	2017-05-15	month
PP923937.1	PP923937.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-KM-1706/China/2017/Yunnan spike protein-like gene, partial sequence	Jun-2017	2017-06-15	month
PP923940.1	PP923940.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-BS-1912/China/2019/Yunnan spike protein-like gene, partial sequence	Dec-2019	2019-12-15	month
PP923949.1	PP923949.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-WD-22062/China/2022/Yunnan spike protein-like gene, partial sequence	Jun-2022	2022-06-15	month
PP923950.1	PP923950.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-YM-2206/China/2022/Yunnan spike protein-like gene, partial sequence	Jun-2022	2022-06-15	month
PP923951.1	PP923951.1	G2c	UNVERIFIED: Porcine epidemic diarrhea virus strain PEDV/swine/YN-YM-22061/China/2022/Yunnan spike protein-like gene, partial sequence	Jun-2022	2022-06-15	month
PP958821.1	PP958821.1	G2c	Porcine epidemic diarrhea virus isolate PEDV-SD/2020, complete genome	2020	2020-07-01	year
PP987385.1	PP987385.1	G2c	Porcine epidemic diarrhea virus isolate VRL 27-Apr-2023, complete genome	2023	2023-07-01	year
PP999774.1	PP999774.1	G2c	Porcine epidemic diarrhea virus isolate LZ202401, complete genome	Jan-2024	2024-01-15	month
PQ119498.1	PQ119498.1	G2c	Porcine epidemic diarrhea virus isolate PEDV/QD/2024 spike protein (S) gene, complete cds	2024	2024-07-01	year
PQ179480.1	PQ179480.1	G2c	Porcine epidemic diarrhea virus strain SX0818-2022, complete genome	2022	2022-07-01	year
PQ284566.1	PQ284566.1	G2c	Porcine epidemic diarrhea virus isolate CH-HNF1-2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PQ284567.1	PQ284567.1	G2c	Porcine epidemic diarrhea virus isolate CH-HNF3-2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PQ284573.1	PQ284573.1	G2c	Porcine epidemic diarrhea virus isolate CH-SX3-2023 spike protein (S) gene, complete cds	2023	2023-07-01	year
PQ316088.1	PQ316088.1	G2c	Porcine epidemic diarrhea virus isolate CH/HNDZ/2022, complete genome	2022-12-08	2022-12-08	day
PQ316090.1	PQ316090.1	G2c	Porcine epidemic diarrhea virus isolate CH/GDJM2023, complete genome	2023-01-07	2023-01-07	day
PQ316091.1	PQ316091.1	G2c	Porcine epidemic diarrhea virus isolate CH/HBJL2023, complete genome	2023-01-25	2023-01-25	day
PQ316092.1	PQ316092.1	G2c	Porcine epidemic diarrhea virus isolate CH/ShXXY2-2023, complete genome	2023-01-04	2023-01-04	day
PQ349477.1	PQ349477.1	G2c	Porcine epidemic diarrhea virus isolate HN-YZ spike protein gene, complete cds	2024	2024-07-01	year
PQ349478.1	PQ349478.1	G2c	Porcine epidemic diarrhea virus isolate SN-WN spike protein gene, complete cds	2024	2024-07-01	year
PQ349479.1	PQ349479.1	G2c	Porcine epidemic diarrhea virus isolate GZ-QN spike protein gene, complete cds	2024	2024-07-01	year
PQ349480.1	PQ349480.1	G2c	Porcine epidemic diarrhea virus isolate YN-DL spike protein gene, complete cds	2024	2024-07-01	year
PQ507869.1	PQ507869.1	G2c	Porcine epidemic diarrhea virus isolate SC/CD/2024 spike protein gene, complete cds	2024	2024-07-01	year
