accession	description	source_file	line_no	clade	source_header	raw_date	reason
KU133261.1	Porcine epidemic diarrhea virus isolate CH-SDQH-2014 spike protein (S) gene, complete cds	G2achinanew.txt	697	G2a	KU133261.1|CH-SDQH-2014|08-Apr-2014|China	08-Apr-2014	missing_or_unparseable_date
KU133263.1	Porcine epidemic diarrhea virus isolate CH-SDTA-2012 spike protein (S) gene, complete cds	G2achinanew.txt	446	G2a	KU133263.1|CH-SDTA-2012|20-Mar-2012|China	20-Mar-2012	missing_or_unparseable_date
KU133264.1	Porcine epidemic diarrhea virus isolate CH-SDWF-2012 spike protein (S) gene, complete cds	G2achinanew.txt	102	G2a	KU133264.1|CH-SDWF-2012|10-Mar-2012|China	10-Mar-2012	missing_or_unparseable_date
KU133265.1	Porcine epidemic diarrhea virus isolate CH-SDWF-2015 spike protein (S) gene, complete cds	G2achinanew.txt	198	G2a	KU133265.1|CH-SDWF-2015|26-Mar-2015|China	26-Mar-2015	missing_or_unparseable_date
KU133266.1	Porcine epidemic diarrhea virus isolate CH-SDYT-2012 spike protein (S) gene, complete cds	G2achinanew.txt	629	G2a	KU133266.1|CH-SDYT-2012|11-Dec-2012|China	11-Dec-2012	missing_or_unparseable_date
KU133268.1	Porcine epidemic diarrhea virus isolate CH-SDZC-2012 spike protein (S) gene, complete cds	G2achinanew.txt	589	G2a	KU133268.1|CH-SDZC-2012|07-Mar-2013|China	07-Mar-2013	missing_or_unparseable_date
KU237214.1	Porcine epidemic diarrhea virus strain DF1 S protein (S) gene, complete cds	G2achinanew.txt	533	G2a	KU237214.1|CH/DF1/2014|01-Aug-2014|China	01-Aug-2014	missing_or_unparseable_date
KU237215.1	Porcine epidemic diarrhea virus strain DF2 S protein (S) gene, complete cds	G2achinanew.txt	368	G2a	KU237215.1|CH/DF2/2014|01-Aug-2014|China	01-Aug-2014	missing_or_unparseable_date
KU237216.1	Porcine epidemic diarrhea virus strain DF3 S protein (S) gene, complete cds	G2achinanew.txt	255	G2a	KU237216.1|CH/DF3/2014|01-Aug-2014|China	01-Aug-2014	missing_or_unparseable_date
KU237218.1	Porcine epidemic diarrhea virus strain HY S protein (S) gene, complete cds	G2achinanew.txt	584	G2a	KU237218.1|CH/HY/2015|01-Mar-2015|China	01-Mar-2015	missing_or_unparseable_date
KU237221.1	Porcine epidemic diarrhea virus strain LY S protein (S) gene, complete cds	G2achinanew.txt	361	G2a	KU237221.1|CH/LY/2015|01-Mar-2015|China	01-Mar-2015	missing_or_unparseable_date
KU237228.1	Porcine epidemic diarrhea virus strain SS S protein (S) gene, complete cds	G2achinanew.txt	258	G2a	KU237228.1|CH/SS/2015|01-Apr-2015|China	01-Apr-2015	missing_or_unparseable_date
KU237232.1	Porcine epidemic diarrhea virus strain YY S protein (S) gene, complete cds	G2achinanew.txt	587	G2a	KU237232.1|CH/YY/2015|01-Apr-2015|China	01-Apr-2015	missing_or_unparseable_date
KU237234.1	Porcine epidemic diarrhea virus strain YZ2 S protein (S) gene, complete cds	G2achinanew.txt	249	G2a	KU237234.1|CH/YZ2/2015|01-May-2015|China	01-May-2015	missing_or_unparseable_date
KU558701.1	Porcine epidemic diarrhea virus isolate ZJU/G2/2013, complete genome	G2achinanew.txt	714	G2a	KU558701.1|ZJU/G2/2013|14-Nov-2013|China	14-Nov-2013	missing_or_unparseable_date
KU975403.1	Porcine epidemic diarrhea virus isolate CH-SCAY-1-2015 spike protein (S) gene, complete cds	G2achinanew.txt	90	G2a	KU975403.1|CH-SCAY-1-2015|21-Nov-2015|China	21-Nov-2015	missing_or_unparseable_date
KU975404.1	Porcine epidemic diarrhea virus isolate CH-SCAY-2-2015 spike protein (S) gene, complete cds	G2achinanew.txt	554	G2a	KU975404.1|CH-SCAY-2-2015|20-Dec-2015|China	20-Dec-2015	missing_or_unparseable_date
KU975406.1	Porcine epidemic diarrhea virus isolate CH-SCCD-2014 spike protein (S) gene, complete cds	G2achinanew.txt	204	G2a	KU975406.1|CH-SCCD-2014|15-Mar-2015|China	15-Mar-2015	missing_or_unparseable_date
KU975409.1	Porcine epidemic diarrhea virus isolate CH-SCJT-2015 spike protein (S) gene, complete cds	G2achinanew.txt	158	G2a	KU975409.1|CH-SCJT-2015|08-Jul-2015|China	08-Jul-2015	missing_or_unparseable_date
KU975410.1	Porcine epidemic diarrhea virus isolate CH-SCMY-1-2014 spike protein (S) gene, complete cds	G2achinanew.txt	394	G2a	KU975410.1|CH-SCMY-1-2014|07-Mar-2014|China	07-Mar-2014	missing_or_unparseable_date
KU975411.1	Porcine epidemic diarrhea virus isolate CH-SCMY-2-2014 spike protein (S) gene, complete cds	G2achinanew.txt	257	G2a	KU975411.1|CH-SCMY-2-2014|28-Apr-2014|China	28-Apr-2014	missing_or_unparseable_date
KU975412.1	Porcine epidemic diarrhea virus isolate CH-SCMY-3-2014 spike protein (S) gene, complete cds	G2achinanew.txt	523	G2a	KU975412.1|CH-SCMY-3-2014|26-May-2014|China	26-May-2014	missing_or_unparseable_date
KU975413.1	Porcine epidemic diarrhea virus isolate CH-SCMY-4-2014 spike protein (S) gene, complete cds	G2achinanew.txt	688	G2a	KU975413.1|CH-SCMY-4-2014|02-Aug-2014|China	02-Aug-2014	missing_or_unparseable_date
KU975414.1	Porcine epidemic diarrhea virus isolate CH-SCNC-1-2015 spike protein (S) gene, complete cds	G2achinanew.txt	664	G2a	KU975414.1|CH-SCNC-1-2015|01-Dec-2015|China	01-Dec-2015	missing_or_unparseable_date
KU975415.1	Porcine epidemic diarrhea virus isolate CH-SCNC-2-2015 spike protein (S) gene, complete cds	G2achinanew.txt	541	G2a	KU975415.1|CH-SCNC-2-2015|14-Dec-2015|China	14-Dec-2015	missing_or_unparseable_date
KU975416.1	Porcine epidemic diarrhea virus isolate CH-SCNC-3-2015 spike protein (S) gene, complete cds	G2achinanew.txt	233	G2a	KU975416.1|CH-SCNC-3-2015|23-Dec-2015|China	23-Dec-2015	missing_or_unparseable_date
KU975418.1	Porcine epidemic diarrhea virus isolate CH-SCXC-1-2015 spike protein (S) gene, complete cds	G2achinanew.txt	172	G2a	KU975418.1|CH-SCXC-1-2015|04-Mar-2015|China	04-Mar-2015	missing_or_unparseable_date
KU975419.1	Porcine epidemic diarrhea virus isolate CH-SCXC-2-2015 spike protein (S) gene, complete cds	G2achinanew.txt	287	G2a	KU975419.1|CH-SCXC-2-2015|28-Mar-2015|China	28-Mar-2015	missing_or_unparseable_date
KU975422.1	Porcine epidemic diarrhea virus isolate CH-SCZG-2015 spike protein (S) gene, complete cds	G2achinanew.txt	166	G2a	KU975422.1|CH-SCZG-2015|12-Mar-2015|China	12-Mar-2015	missing_or_unparseable_date
KU975423.1	Porcine epidemic diarrhea virus isolate CH-SCYA-2-2014 spike protein (S) gene, complete cds	G2achinanew.txt	495	G2a	KU975423.1|CH-SCYA-2-2014|06-Jan-2014|China	06-Jan-2014	missing_or_unparseable_date
KX064280.1	Porcine epidemic diarrhea virus isolate SD2014, complete genome	G2achinanew.txt	293	G2a	KX064280.1|SD2014|20-Oct-2014|China	20-Oct-2014	missing_or_unparseable_date
KX550281.1	Porcine epidemic diarrhea virus strain ZJ15XS0101 P1, complete genome	G2achinanew.txt	73	G2a	KX550281.1|ZJ15XS0101_P1|16-Jan-2015|China	16-Jan-2015	missing_or_unparseable_date
KX812523.1	Porcine epidemic diarrhea virus isolate XM1-2, complete genome	G2achinanew.txt	285	G2a	KX812523.1|XM1-2|30-Mar-2016|China	30-Mar-2016	missing_or_unparseable_date
KY007139.1	Porcine epidemic diarrhea virus isolate PEDV-Hjms, complete genome	G2achinanew.txt	479	G2a	KY007139.1|PEDV-Hjms|11-May-2015|China	11-May-2015	missing_or_unparseable_date
KY007140.1	Porcine epidemic diarrhea virus isolate PEDV-LNsy, complete genome	G2achinanew.txt	574	G2a	KY007140.1|PEDV-LNsy|02-Mar-2015|China	02-Mar-2015	missing_or_unparseable_date
MF038004.1	Porcine epidemic diarrhea virus isolate PED-JS-2015-12-3 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	542	G2a	MF038004.1|PED-JS-2015-12-3|25-Dec-2015|China	25-Dec-2015	missing_or_unparseable_date
MF038005.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-12-2 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	417	G2a	MF038005.1|PED-JS-2016-12-2|28-Dec-2016|China	28-Dec-2016	missing_or_unparseable_date
MF038006.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-12-1 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	518	G2a	MF038006.1|PED-JS-2016-12-1|01-Dec-2016|China	01-Dec-2016	missing_or_unparseable_date
MF038007.1	Porcine epidemic diarrhea virus isolate PED-JS-2015-12-4 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	297	G2a	MF038007.1|PED-JS-2015-12-4|28-Dec-2016|China	28-Dec-2016	missing_or_unparseable_date
MF038008.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-05-1 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	236	G2a	MF038008.1|PED-JS-2016-05-1|04-May-2016|China	04-May-2016	missing_or_unparseable_date
MF038009.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-05-2 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	208	G2a	MF038009.1|PED-JS-2016-05-2|04-May-2016|China	04-May-2016	missing_or_unparseable_date
MF038010.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-05-3 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	280	G2a	MF038010.1|PED-JS-2016-05-3|04-May-2016|China	04-May-2016	missing_or_unparseable_date
MF038011.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-05-4 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	365	G2a	MF038011.1|PED-JS-2016-05-4|04-May-2016|China	04-May-2016	missing_or_unparseable_date
MF038012.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-05-5 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	81	G2a	MF038012.1|PED-JS-2016-05-5|04-May-2016|China	04-May-2016	missing_or_unparseable_date
MF038013.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-07-1 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	549	G2a	MF038013.1|PED-JS-2016-07-1|07-Jul-2016|China	07-Jul-2016	missing_or_unparseable_date
MF038014.1	Porcine epidemic diarrhea virus isolate PED-JS-2016-07-2 spike glycoprotein (S) gene, complete cds	G2achinanew.txt	480	G2a	MF038014.1|PED-JS-2016-07-2|09-Jul-2016|China	09-Jul-2016	missing_or_unparseable_date
MF462814.1	Porcine epidemic diarrhea virus strain CH/SXYL/2016, complete genome	G2achinanew.txt	40	G2a	MF462814.1|CH/SXYL/2016|10-Sep-2016|China	10-Sep-2016	missing_or_unparseable_date
MF807952.1	Porcine epidemic diarrhea virus strain B5-HB2017, complete genome	G2achinanew.txt	37	G2a	MF807952.1|B5-HB2017|17-Feb-2017|China	17-Feb-2017	missing_or_unparseable_date
MG020540.1	Porcine epidemic diarrhea virus isolate CH-AHSZ-1-2016 spike protein (S) gene, complete cds	G2achinanew.txt	475	G2a	MG020540.1|CH-AHSZ-1-2016|17-Nov-2016|China	17-Nov-2016	missing_or_unparseable_date
MG020544.1	Porcine epidemic diarrhea virus isolate CH-JSYC-1-2016 spike protein (S) gene, complete cds	G2achinanew.txt	234	G2a	MG020544.1|CH-JSYC-1-2016|04-Dec-2016|China	04-Dec-2016	missing_or_unparseable_date
MG020548.1	Porcine epidemic diarrhea virus isolate CH-JXXY-1-2016 spike protein (S) gene, complete cds	G2achinanew.txt	387	G2a	MG020548.1|CH-JXXY-1-2016|17-Feb-2016|China	17-Feb-2016	missing_or_unparseable_date
MG020549.1	Porcine epidemic diarrhea virus isolate CH-JXXY-2-2016 spike protein (S) gene, complete cds	G2achinanew.txt	307	G2a	MG020549.1|CH-JXXY-2-2016|17-Feb-2016|China	17-Feb-2016	missing_or_unparseable_date
MG020550.1	Porcine epidemic diarrhea virus isolate CH-JXXY-3-2016 spike protein (S) gene, complete cds	G2achinanew.txt	314	G2a	MG020550.1|CH-JXXY-3-2016|17-Feb-2016|China	17-Feb-2016	missing_or_unparseable_date
MG020554.1	Porcine epidemic diarrhea virus isolate CH-ZJQZ-1-2016 spike protein (S) gene, complete cds	G2achinanew.txt	116	G2a	MG020554.1|CH-ZJQZ-1-2016|06-Apr-2016|China	06-Apr-2016	missing_or_unparseable_date
MG020555.1	Porcine epidemic diarrhea virus isolate CH-ZJQZ-2-2016 spike protein (S) gene, complete cds	G2achinanew.txt	657	G2a	MG020555.1|CH-ZJQZ-2-2016|06-Apr-2016|China	06-Apr-2016	missing_or_unparseable_date
MG706117.1	Porcine epidemic diarrhea virus isolate PED-JS-2017-06 spike protein gene, complete cds	G2achinanew.txt	493	G2a	MG706117.1|PED-JS-2017-06|25-Jun-2017|China	25-Jun-2017	missing_or_unparseable_date
MG706118.1	Porcine epidemic diarrhea virus isolate PED-JS-2017-07-2 spike protein gene, complete cds	G2achinanew.txt	304	G2a	MG706118.1|PED-JS-2017-07-2|11-Jul-2017|China	11-Jul-2017	missing_or_unparseable_date
MG706119.1	Porcine epidemic diarrhea virus isolate PED-JS-2017-07-1 spike protein gene, complete cds	G2achinanew.txt	352	G2a	MG706119.1|PED-JS-2017-07-1|21-Jul-2017|China	21-Jul-2017	missing_or_unparseable_date
MG706120.1	Porcine epidemic diarrhea virus isolate PED-JS-2017-01-2 spike protein gene, complete cds	G2achinanew.txt	486	G2a	MG706120.1|PED-JS-2017-01-2|21-Jan-2017|China	21-Jan-2017	missing_or_unparseable_date
MG706121.1	Porcine epidemic diarrhea virus isolate PED-JS-2017-01 spike protein gene, complete cds	G2achinanew.txt	441	G2a	MG706121.1|PED-JS-2017-01|15-Jan-2017|China	15-Jan-2017	missing_or_unparseable_date
MG837011.1	Porcine epidemic diarrhea virus isolate CHN/SH-2012-5/2012, complete genome	G2achinanew.txt	386	G2a	MG837011.1|CHN/SH-2012-5/2012|21-Feb-2012|China	21-Feb-2012	missing_or_unparseable_date
MG837012.1	Porcine epidemic diarrhea virus isolate CHN/SH-2016-4/2016, complete genome	G2achinanew.txt	309	G2a	MG837012.1|CHN/SH-2016-4/2016|20-Jan-2016|China	20-Jan-2016	missing_or_unparseable_date
MH053414.1	Porcine epidemic diarrhea virus isolate CH/SCZJ/2017 spike protein (S) gene, complete cds	G2achinanew.txt	582	G2a	MH053414.1|CH/SCZJ/2017|26-Oct-2017|China	26-Oct-2017	missing_or_unparseable_date
MH053415.1	Porcine epidemic diarrhea virus isolate CH/SCTJ/2017 spike protein (S) gene, complete cds	G2achinanew.txt	200	G2a	MH053415.1|CH/SCTJ/2017|13-Feb-2017|China	13-Feb-2017	missing_or_unparseable_date
MH053416.1	Porcine epidemic diarrhea virus isolate CH/SCQX1/2017 spike protein (S) gene, complete cds	G2achinanew.txt	491	G2a	MH053416.1|CH/SCQX1/2017|06-Jan-2017|China	06-Jan-2017	missing_or_unparseable_date
MH053417.1	Porcine epidemic diarrhea virus isolate CH/SCQX2/2017 spike protein (S) gene, complete cds	G2achinanew.txt	611	G2a	MH053417.1|CH/SCQX2/2017|08-Jan-2017|China	08-Jan-2017	missing_or_unparseable_date
MH061342.1	Porcine epidemic diarrhea virus strain CH/SCZJ/2018, complete genome	G2achinanew.txt	242	G2a	MH061342.1|CH/SCZJ/2018|06-Feb-2018|China	06-Feb-2018	missing_or_unparseable_date
MH107321.1	Porcine epidemic diarrhea virus isolate GDS10, complete genome	G2achinanew.txt	385	G2a	MH107321.1|GDS10|16-Jan-2013|China	16-Jan-2013	missing_or_unparseable_date
MH107322.1	Porcine epidemic diarrhea virus isolate GDS23, complete genome	G2achinanew.txt	99	G2a	MH107322.1|GDS23|05-Nov-2012|China	05-Nov-2012	missing_or_unparseable_date
MH244927.1	Porcine epidemic diarrhea virus strain QY2016 S protein (S) gene, complete cds	G2achinanew.txt	232	G2a	MH244927.1|QY2016|12-Dec-2016|China	12-Dec-2016	missing_or_unparseable_date
MH726362.1	Porcine epidemic diarrhea virus isolate GDS05, complete genome	G2achinanew.txt	425	G2a	MH726362.1|GDS05|08-Feb-2012|China	08-Feb-2012	missing_or_unparseable_date
MH726363.1	Porcine epidemic diarrhea virus isolate GDS20, complete genome	G2achinanew.txt	433	G2a	MH726363.1|GDS20|22-Jun-2012|China	22-Jun-2012	missing_or_unparseable_date
MH726364.1	Porcine epidemic diarrhea virus isolate GDS17, complete genome	G2achinanew.txt	163	G2a	MH726364.1|GDS17|13-Dec-2012|China	13-Dec-2012	missing_or_unparseable_date
MH726365.1	Porcine epidemic diarrhea virus isolate GDS25, complete genome	G2achinanew.txt	716	G2a	MH726365.1|GDS25|15-Jan-2013|China	15-Jan-2013	missing_or_unparseable_date
MH726366.1	Porcine epidemic diarrhea virus isolate GDS24, complete genome	G2achinanew.txt	534	G2a	MH726366.1|GDS24|04-Jun-2012|China	04-Jun-2012	missing_or_unparseable_date
MH726367.1	Porcine epidemic diarrhea virus isolate GDS26, complete genome	G2achinanew.txt	135	G2a	MH726367.1|GDS26|17-Sep-2012|China	17-Sep-2012	missing_or_unparseable_date
MH726368.1	Porcine epidemic diarrhea virus isolate GDS22, complete genome	G2achinanew.txt	477	G2a	MH726368.1|GDS22|23-Sep-2012|China	23-Sep-2012	missing_or_unparseable_date
MH726369.1	Porcine epidemic diarrhea virus isolate GDS30, complete genome	G2achinanew.txt	327	G2a	MH726369.1|GDS30|21-Aug-2014|China	21-Aug-2014	missing_or_unparseable_date
MH726370.1	Porcine epidemic diarrhea virus isolate GDS07, complete genome	G2achinanew.txt	472	G2a	MH726370.1|GDS07|12-Mar-2014|China	12-Mar-2014	missing_or_unparseable_date
MH726373.1	Porcine epidemic diarrhea virus isolate GDS13, complete genome	G2achinanew.txt	281	G2a	MH726373.1|GDS13|15-Jun-2012|China	15-Jun-2012	missing_or_unparseable_date
MH726374.1	Porcine epidemic diarrhea virus isolate GDS11, complete genome	G2achinanew.txt	131	G2a	MH726374.1|GDS11|07-Jun-2014|China	07-Jun-2014	missing_or_unparseable_date
MH726375.1	Porcine epidemic diarrhea virus isolate GDS19, complete genome	G2achinanew.txt	571	G2a	MH726375.1|GDS19|04-Jun-2012|China	04-Jun-2012	missing_or_unparseable_date
MH726376.1	Porcine epidemic diarrhea virus isolate GDS18, complete genome	G2achinanew.txt	552	G2a	MH726376.1|GDS18|24-Mar-2014|China	24-Mar-2014	missing_or_unparseable_date
MH726377.1	Porcine epidemic diarrhea virus isolate GDS29, complete genome	G2achinanew.txt	210	G2a	MH726377.1|GDS29|11-Jul-2014|China	11-Jul-2014	missing_or_unparseable_date
MH726378.1	Porcine epidemic diarrhea virus isolate GDS34, complete genome	G2achinanew.txt	282	G2a	MH726378.1|GDS34|28-Jul-2014|China	28-Jul-2014	missing_or_unparseable_date
MH726379.1	Porcine epidemic diarrhea virus isolate GDS33, complete genome	G2achinanew.txt	452	G2a	MH726379.1|GDS33|28-Jul-2014|China	28-Jul-2014	missing_or_unparseable_date
MH726380.1	Porcine epidemic diarrhea virus isolate GDS27, complete genome	G2achinanew.txt	677	G2a	MH726380.1|GDS27|06-Jun-2014|China	06-Jun-2014	missing_or_unparseable_date
MH726381.1	Porcine epidemic diarrhea virus isolate GDS43, complete genome	G2achinanew.txt	329	G2a	MH726381.1|GDS43|06-May-2015|China	06-May-2015	missing_or_unparseable_date
MH910099.1	UNVERIFIED: Porcine epidemic diarrhea virus isolate JS-2013, complete genome	G2achinanew.txt	351	G2a	MH910099.1|JS-2013|02-Jan-2013|China	02-Jan-2013	missing_or_unparseable_date
MH991825.1	Porcine epidemic diarrhea virus strain A1-HB2016 S protein (S) gene, complete cds	G2achinanew.txt	125	G2a	MH991825.1|A1-HB2016|30-Dec-2016|China	30-Dec-2016	missing_or_unparseable_date
MH991838.1	Porcine epidemic diarrhea virus strain M8-HA2017 S protein (S) gene, complete cds	G2achinanew.txt	96	G2a	MH991838.1|M8-HA2017|27-Oct-2017|China	27-Oct-2017	missing_or_unparseable_date
MH991839.1	Porcine epidemic diarrhea virus strain M9-HA2017 S protein (S) gene, complete cds	G2achinanew.txt	715	G2a	MH991839.1|M9-HA2017|27-Oct-2017|China	27-Oct-2017	missing_or_unparseable_date
MH991842.1	Porcine epidemic diarrhea virus strain N7-GD2017 S protein (S) gene, complete cds	G2achinanew.txt	7	G2a	MH991842.1|N7-GD2017|13-Nov-2017|China	13-Nov-2017	missing_or_unparseable_date
MH991843.1	Porcine epidemic diarrhea virus strain O8-HB2017 S protein (S) gene, complete cds	G2achinanew.txt	295	G2a	MH991843.1|O8-HB2017|01-Dec-2017|China	01-Dec-2017	missing_or_unparseable_date
MH991855.1	Porcine epidemic diarrhea virus strain V7-HB2018 S protein (S) gene, complete cds	G2achinanew.txt	470	G2a	MH991855.1|V7-HB2018|09-Mar-2018|China	09-Mar-2018	missing_or_unparseable_date
MH991864.1	Porcine epidemic diarrhea virus strain Y9-SX2018 S protein (S) gene, complete cds	G2achinanew.txt	311	G2a	MH991864.1|Y9-SX2018|27-Apr-2018|China	27-Apr-2018	missing_or_unparseable_date
MH991865.1	Porcine epidemic diarrhea virus strain Z11-HA2018 S protein (S) gene, complete cds	G2achinanew.txt	328	G2a	MH991865.1|Z11-HA2018|28-May-2018|China	28-May-2018	missing_or_unparseable_date
MK138516.1	Porcine epidemic diarrhea virus strain V7-HB2018, complete genome	G2achinanew.txt	8	G2a	MK138516.1|V7-HB2018|09-Mar-2018|China	09-Mar-2018	missing_or_unparseable_date
MK532983.1	Porcine epidemic diarrhea virus strain B1-HB2017 spike protein (S) gene, complete cds	G2achinanew.txt	374	G2a	MK532983.1|B1-HB2017|17-Feb-2017|China	17-Feb-2017	missing_or_unparseable_date
MK532984.1	Porcine epidemic diarrhea virus strain B2-HB2017 spike protein (S) gene, complete cds	G2achinanew.txt	557	G2a	MK532984.1|B2-HB2017|17-Feb-2017|China	17-Feb-2017	missing_or_unparseable_date
